timestamp,load_mw
2024-01-03T17:00:00,2873.184
2024-01-03T18:00:00,2777.461
2024-01-03T19:00:00,2630.366
2024-01-03T20:00:00,2262.582
2024-01-03T21:00:00,2294.245
2024-01-03T22:00:00,2323.908
2024-01-03T23:00:00,2287.792
2024-01-04T00:00:00,2526.260
2024-01-04T01:00:00,2464.567
2024-01-04T02:00:00,2744.623
2024-01-04T03:00:00,2844.681
2024-01-04T04:00:00,3226.947
2024-01-04T05:00:00,3334.618
2024-01-04T06:00:00,3499.956
2024-01-04T07:00:00,3564.229
2024-01-04T08:00:00,3917.794
2024-01-04T09:00:00,3916.786
2024-01-04T10:00:00,3924.222
2024-01-04T11:00:00,3900.612
2024-01-04T12:00:00,3739.696
2024-01-04T13:00:00,3516.050
2024-01-04T14:00:00,3311.361
2024-01-04T15:00:00,3091.411
2024-01-04T16:00:00,3011.089
2024-01-04T17:00:00,2583.512
2024-01-04T18:00:00,2432.241
2024-01-04T19:00:00,2271.139
2024-01-04T20:00:00,2171.943
2024-01-04T21:00:00,2110.689
2024-01-04T22:00:00,1953.907
2024-01-04T23:00:00,1949.188
2024-01-05T00:00:00,2154.276
2024-01-05T01:00:00,2372.755
2024-01-05T02:00:00,2513.198
2024-01-05T03:00:00,2674.471
2024-01-05T04:00:00,2848.906
2024-01-05T05:00:00,3100.868
2024-01-05T06:00:00,3255.177
2024-01-05T07:00:00,3490.247
2024-01-05T08:00:00,3495.690
2024-01-05T09:00:00,3627.767
2024-01-05T10:00:00,3621.383
2024-01-05T11:00:00,3620.387
2024-01-05T12:00:00,3496.426
2024-01-05T13:00:00,3509.137
2024-01-05T14:00:00,3246.831
2024-01-05T15:00:00,3031.769
2024-01-05T16:00:00,2557.324
2024-01-05T17:00:00,2452.455
2024-01-05T18:00:00,2227.850
2024-01-05T19:00:00,2133.593
2024-01-05T20:00:00,1805.853
2024-01-05T21:00:00,1968.548
2024-01-05T22:00:00,1938.964
2024-01-05T23:00:00,1809.334
2024-01-06T00:00:00,1923.773
2024-01-06T01:00:00,2077.134
2024-01-06T02:00:00,2316.585
2024-01-06T03:00:00,2565.740
2024-01-06T04:00:00,2884.294
2024-01-06T05:00:00,2944.876
2024-01-06T06:00:00,3212.982
2024-01-06T07:00:00,3339.818
2024-01-06T08:00:00,3579.387
2024-01-06T09:00:00,3584.339
2024-01-06T10:00:00,3648.203
2024-01-06T11:00:00,3439.536
2024-01-06T12:00:00,3409.315
2024-01-06T13:00:00,3225.273
2024-01-06T14:00:00,3208.471
2024-01-06T15:00:00,2943.884
2024-01-06T16:00:00,2659.275
2024-01-06T17:00:00,2434.871
2024-01-06T18:00:00,2304.379
2024-01-06T19:00:00,2056.932
2024-01-06T20:00:00,1919.698
2024-01-06T21:00:00,1949.170
2024-01-06T22:00:00,2075.494
2024-01-06T23:00:00,1931.648
2024-01-07T00:00:00,2011.290
2024-01-07T01:00:00,2118.613
2024-01-07T02:00:00,2296.837
2024-01-07T03:00:00,2643.602
2024-01-07T04:00:00,2895.607
2024-01-07T05:00:00,3063.444
2024-01-07T06:00:00,3295.490
2024-01-07T07:00:00,3458.697
2024-01-07T08:00:00,3596.063
2024-01-07T09:00:00,3564.061
2024-01-07T10:00:00,3666.985
2024-01-07T11:00:00,3677.366
2024-01-07T12:00:00,3530.264
2024-01-07T13:00:00,3418.697
2024-01-07T14:00:00,3222.856
2024-01-07T15:00:00,3058.586
2024-01-07T16:00:00,2931.188
2024-01-07T17:00:00,2635.406
2024-01-07T18:00:00,2463.216
2024-01-07T19:00:00,2372.458
2024-01-07T20:00:00,2245.068
2024-01-07T21:00:00,2254.573
2024-01-07T22:00:00,1982.194
2024-01-07T23:00:00,2239.020
2024-01-08T00:00:00,2250.990
2024-01-08T01:00:00,2448.631
2024-01-08T02:00:00,2691.263
2024-01-08T03:00:00,2928.402
2024-01-08T04:00:00,3157.570
2024-01-08T05:00:00,3325.119
2024-01-08T06:00:00,3638.690
2024-01-08T07:00:00,3686.566
2024-01-08T08:00:00,3833.911
2024-01-08T09:00:00,3985.540
2024-01-08T10:00:00,3920.060
2024-01-08T11:00:00,4080.974
2024-01-08T12:00:00,3916.760
2024-01-08T13:00:00,3864.485
2024-01-08T14:00:00,3537.935
2024-01-08T15:00:00,3313.808
2024-01-08T16:00:00,3140.586
2024-01-08T17:00:00,2971.079
2024-01-08T18:00:00,2686.670
2024-01-08T19:00:00,2593.537
2024-01-08T20:00:00,2447.522
2024-01-08T21:00:00,2494.728
2024-01-08T22:00:00,2324.473
2024-01-08T23:00:00,2490.880
2024-01-09T00:00:00,2474.229
2024-01-09T01:00:00,2602.121
2024-01-09T02:00:00,2808.354
2024-01-09T03:00:00,2989.690
2024-01-09T04:00:00,3310.155
2024-01-09T05:00:00,3595.911
2024-01-09T06:00:00,3741.050
2024-01-09T07:00:00,3947.400
2024-01-09T08:00:00,4148.868
2024-01-09T09:00:00,4132.569
2024-01-09T10:00:00,4149.387
2024-01-09T11:00:00,4080.267
2024-01-09T12:00:00,3895.152
2024-01-09T13:00:00,3919.966
2024-01-09T14:00:00,3563.493
2024-01-09T15:00:00,3524.816
2024-01-09T16:00:00,3258.056
2024-01-09T17:00:00,3120.177
2024-01-09T18:00:00,2835.999
2024-01-09T19:00:00,2613.438
2024-01-09T20:00:00,2568.861
2024-01-09T21:00:00,2428.395
2024-01-09T22:00:00,2434.929
2024-01-09T23:00:00,2487.958
2024-01-10T00:00:00,2567.810
2024-01-10T01:00:00,2704.547
2024-01-10T02:00:00,2838.604
2024-01-10T03:00:00,3088.911
2024-01-10T04:00:00,3169.681
2024-01-10T05:00:00,3522.443
2024-01-10T06:00:00,3645.684
2024-01-10T07:00:00,3972.382
2024-01-10T08:00:00,4104.056
2024-01-10T09:00:00,3947.948
2024-01-10T10:00:00,4107.069
2024-01-10T11:00:00,4042.277
2024-01-10T12:00:00,3876.530
2024-01-10T13:00:00,3836.622
2024-01-10T14:00:00,3577.394
2024-01-10T15:00:00,3269.415
2024-01-10T16:00:00,3145.281
2024-01-10T17:00:00,2926.821
2024-01-10T18:00:00,2735.240
2024-01-10T19:00:00,2463.231
2024-01-10T20:00:00,2456.740
2024-01-10T21:00:00,2380.590
2024-01-10T22:00:00,2220.739
2024-01-10T23:00:00,2284.317
2024-01-11T00:00:00,2409.291
2024-01-11T01:00:00,2508.339
2024-01-11T02:00:00,2841.869
2024-01-11T03:00:00,2932.655
2024-01-11T04:00:00,3057.789
2024-01-11T05:00:00,3280.966
2024-01-11T06:00:00,3521.990
2024-01-11T07:00:00,3845.207
2024-01-11T08:00:00,3787.588
2024-01-11T09:00:00,3873.015
2024-01-11T10:00:00,3907.456
2024-01-11T11:00:00,3818.152
2024-01-11T12:00:00,3874.897
2024-01-11T13:00:00,3523.590
2024-01-11T14:00:00,3419.472
2024-01-11T15:00:00,3158.656
2024-01-11T16:00:00,2958.668
2024-01-11T17:00:00,2603.374
2024-01-11T18:00:00,2597.755
2024-01-11T19:00:00,2285.119
2024-01-11T20:00:00,2158.612
2024-01-11T21:00:00,2004.966
2024-01-11T22:00:00,1990.266
2024-01-11T23:00:00,2109.786
2024-01-12T00:00:00,2223.640
2024-01-12T01:00:00,2340.533
2024-01-12T02:00:00,2544.831
2024-01-12T03:00:00,2709.390
2024-01-12T04:00:00,2873.099
2024-01-12T05:00:00,3138.899
2024-01-12T06:00:00,3313.762
2024-01-12T07:00:00,3426.002
2024-01-12T08:00:00,3602.127
2024-01-12T09:00:00,3708.369
2024-01-12T10:00:00,3645.558
2024-01-12T11:00:00,3557.417
2024-01-12T12:00:00,3531.011
2024-01-12T13:00:00,3463.686
2024-01-12T14:00:00,3127.186
2024-01-12T15:00:00,2920.536
2024-01-12T16:00:00,2690.542
2024-01-12T17:00:00,2561.889
2024-01-12T18:00:00,2141.849
2024-01-12T19:00:00,2121.912
2024-01-12T20:00:00,2048.843
2024-01-12T21:00:00,1829.396
2024-01-12T22:00:00,1968.503
2024-01-12T23:00:00,1937.951
2024-01-13T00:00:00,1953.839
2024-01-13T01:00:00,2147.506
2024-01-13T02:00:00,2206.140
2024-01-13T03:00:00,2481.282
2024-01-13T04:00:00,2868.825
2024-01-13T05:00:00,2896.131
2024-01-13T06:00:00,3288.377
2024-01-13T07:00:00,3323.228
2024-01-13T08:00:00,3525.819
2024-01-13T09:00:00,3535.461
2024-01-13T10:00:00,3395.500
2024-01-13T11:00:00,3474.888
2024-01-13T12:00:00,3436.062
2024-01-13T13:00:00,3201.670
2024-01-13T14:00:00,3008.806
2024-01-13T15:00:00,2923.483
2024-01-13T16:00:00,2635.176
2024-01-13T17:00:00,2347.836
2024-01-13T18:00:00,2222.564
2024-01-13T19:00:00,2166.288
2024-01-13T20:00:00,1951.677
2024-01-13T21:00:00,1980.915
2024-01-13T22:00:00,2009.984
2024-01-13T23:00:00,1951.154
2024-01-14T00:00:00,1971.122
2024-01-14T01:00:00,2109.485
2024-01-14T02:00:00,2388.450
2024-01-14T03:00:00,2668.527
2024-01-14T04:00:00,2854.882
2024-01-14T05:00:00,3101.110
2024-01-14T06:00:00,3241.176
2024-01-14T07:00:00,3471.612
2024-01-14T08:00:00,3553.366
2024-01-14T09:00:00,3648.100
2024-01-14T10:00:00,3608.596
2024-01-14T11:00:00,3559.508
2024-01-14T12:00:00,3551.348
2024-01-14T13:00:00,3374.515
2024-01-14T14:00:00,3213.082
2024-01-14T15:00:00,3128.904
2024-01-14T16:00:00,2863.975
2024-01-14T17:00:00,2867.855
2024-01-14T18:00:00,2538.831
2024-01-14T19:00:00,2271.175
2024-01-14T20:00:00,2254.394
2024-01-14T21:00:00,2160.885
2024-01-14T22:00:00,2080.530
2024-01-14T23:00:00,2256.221
2024-01-15T00:00:00,2230.477
2024-01-15T01:00:00,2225.116
2024-01-15T02:00:00,2688.207
2024-01-15T03:00:00,2809.367
2024-01-15T04:00:00,3188.838
2024-01-15T05:00:00,3268.784
2024-01-15T06:00:00,3443.318
2024-01-15T07:00:00,3814.767
2024-01-15T08:00:00,3768.495
2024-01-15T09:00:00,3943.823
2024-01-15T10:00:00,4060.137
2024-01-15T11:00:00,3937.726
2024-01-15T12:00:00,3839.775
2024-01-15T13:00:00,3719.365
2024-01-15T14:00:00,3598.530
2024-01-15T15:00:00,3284.147
2024-01-15T16:00:00,3171.638
2024-01-15T17:00:00,2960.054
2024-01-15T18:00:00,2891.080
2024-01-15T19:00:00,2543.401
2024-01-15T20:00:00,2384.660
2024-01-15T21:00:00,2433.128
2024-01-15T22:00:00,2343.061
2024-01-15T23:00:00,2437.886
2024-01-16T00:00:00,2528.579
2024-01-16T01:00:00,2751.153
2024-01-16T02:00:00,2812.097
2024-01-16T03:00:00,3066.543
2024-01-16T04:00:00,3121.263
2024-01-16T05:00:00,3461.414
2024-01-16T06:00:00,3837.091
2024-01-16T07:00:00,3855.992
2024-01-16T08:00:00,3985.512
2024-01-16T09:00:00,4028.414
2024-01-16T10:00:00,4176.314
2024-01-16T11:00:00,4111.980
2024-01-16T12:00:00,3924.648
2024-01-16T13:00:00,3913.506
2024-01-16T14:00:00,3704.653
2024-01-16T15:00:00,3531.911
2024-01-16T16:00:00,3214.155
2024-01-16T17:00:00,3162.963
2024-01-16T18:00:00,2869.434
2024-01-16T19:00:00,2662.879
2024-01-16T20:00:00,2507.489
2024-01-16T21:00:00,2450.474
2024-01-16T22:00:00,2507.711
2024-01-16T23:00:00,2466.199
2024-01-17T00:00:00,2652.698
2024-01-17T01:00:00,2758.411
2024-01-17T02:00:00,2991.130
2024-01-17T03:00:00,3159.138
2024-01-17T04:00:00,3314.959
2024-01-17T05:00:00,3399.803
2024-01-17T06:00:00,3750.448
2024-01-17T07:00:00,3949.199
2024-01-17T08:00:00,4026.563
2024-01-17T09:00:00,4123.470
2024-01-17T10:00:00,4063.912
2024-01-17T11:00:00,4024.489
2024-01-17T12:00:00,3883.833
2024-01-17T13:00:00,3894.739
2024-01-17T14:00:00,3620.800
2024-01-17T15:00:00,3358.673
2024-01-17T16:00:00,3070.719
2024-01-17T17:00:00,2926.467
2024-01-17T18:00:00,2828.774
2024-01-17T19:00:00,2581.752
2024-01-17T20:00:00,2362.926
2024-01-17T21:00:00,2429.172
2024-01-17T22:00:00,2400.942
2024-01-17T23:00:00,2399.092
2024-01-18T00:00:00,2470.132
2024-01-18T01:00:00,2628.849
2024-01-18T02:00:00,2757.834
2024-01-18T03:00:00,2972.319
2024-01-18T04:00:00,3073.928
2024-01-18T05:00:00,3441.103
2024-01-18T06:00:00,3542.196
2024-01-18T07:00:00,3826.197
2024-01-18T08:00:00,3657.109
2024-01-18T09:00:00,3913.470
2024-01-18T10:00:00,3940.175
2024-01-18T11:00:00,3796.955
2024-01-18T12:00:00,3746.921
2024-01-18T13:00:00,3613.180
2024-01-18T14:00:00,3407.794
2024-01-18T15:00:00,3109.649
2024-01-18T16:00:00,2905.249
2024-01-18T17:00:00,2757.072
2024-01-18T18:00:00,2563.399
2024-01-18T19:00:00,2300.554
2024-01-18T20:00:00,2161.612
2024-01-18T21:00:00,2084.449
2024-01-18T22:00:00,2113.981
2024-01-18T23:00:00,1996.506
2024-01-19T00:00:00,2061.550
2024-01-19T01:00:00,2296.507
2024-01-19T02:00:00,2382.747
2024-01-19T03:00:00,2618.278
2024-01-19T04:00:00,2877.148
2024-01-19T05:00:00,3114.117
2024-01-19T06:00:00,3197.164
2024-01-19T07:00:00,3489.155
2024-01-19T08:00:00,3427.142
2024-01-19T09:00:00,3656.549
2024-01-19T10:00:00,3518.697
2024-01-19T11:00:00,3493.107
2024-01-19T12:00:00,3525.656
2024-01-19T13:00:00,3302.190
2024-01-19T14:00:00,3086.236
2024-01-19T15:00:00,2895.863
2024-01-19T16:00:00,2732.642
2024-01-19T17:00:00,2472.494
2024-01-19T18:00:00,2268.396
2024-01-19T19:00:00,2170.137
2024-01-19T20:00:00,1915.237
2024-01-19T21:00:00,1853.298
2024-01-19T22:00:00,1827.705
2024-01-19T23:00:00,1982.304
2024-01-20T00:00:00,2061.670
2024-01-20T01:00:00,2223.311
2024-01-20T02:00:00,2311.192
2024-01-20T03:00:00,2509.896
2024-01-20T04:00:00,2800.636
2024-01-20T05:00:00,2931.089
2024-01-20T06:00:00,3217.404
2024-01-20T07:00:00,3379.639
2024-01-20T08:00:00,3407.310
2024-01-20T09:00:00,3526.565
2024-01-20T10:00:00,3544.057
2024-01-20T11:00:00,3636.307
2024-01-20T12:00:00,3603.920
2024-01-20T13:00:00,3275.242
2024-01-20T14:00:00,3104.109
2024-01-20T15:00:00,2738.139
2024-01-20T16:00:00,2695.442
2024-01-20T17:00:00,2466.051
2024-01-20T18:00:00,2195.353
2024-01-20T19:00:00,2161.028
2024-01-20T20:00:00,1875.236
2024-01-20T21:00:00,1900.441
2024-01-20T22:00:00,1912.795
2024-01-20T23:00:00,1861.447
2024-01-21T00:00:00,2110.172
2024-01-21T01:00:00,2274.483
2024-01-21T02:00:00,2293.238
2024-01-21T03:00:00,2508.305
2024-01-21T04:00:00,2878.209
2024-01-21T05:00:00,3060.667
2024-01-21T06:00:00,3187.412
2024-01-21T07:00:00,3429.917
2024-01-21T08:00:00,3578.831
2024-01-21T09:00:00,3660.880
2024-01-21T10:00:00,3756.978
2024-01-21T11:00:00,3696.457
2024-01-21T12:00:00,3708.948
2024-01-21T13:00:00,3548.252
2024-01-21T14:00:00,3327.687
2024-01-21T15:00:00,3157.326
2024-01-21T16:00:00,2964.138
2024-01-21T17:00:00,2713.286
2024-01-21T18:00:00,2388.185
2024-01-21T19:00:00,2375.657
2024-01-21T20:00:00,2204.993
2024-01-21T21:00:00,2249.225
2024-01-21T22:00:00,2135.071
2024-01-21T23:00:00,2215.859
2024-01-22T00:00:00,2307.824
2024-01-22T01:00:00,2556.889
2024-01-22T02:00:00,2645.025
2024-01-22T03:00:00,2833.707
2024-01-22T04:00:00,3106.452
2024-01-22T05:00:00,3283.496
2024-01-22T06:00:00,3537.356
2024-01-22T07:00:00,3705.851
2024-01-22T08:00:00,3862.793
2024-01-22T09:00:00,4064.216
2024-01-22T10:00:00,3930.257
2024-01-22T11:00:00,3932.299
2024-01-22T12:00:00,3831.451
2024-01-22T13:00:00,3759.278
2024-01-22T14:00:00,3457.086
2024-01-22T15:00:00,3292.133
2024-01-22T16:00:00,3126.129
2024-01-22T17:00:00,2957.889
2024-01-22T18:00:00,2724.550
2024-01-22T19:00:00,2531.938
2024-01-22T20:00:00,2388.021
2024-01-22T21:00:00,2417.453
2024-01-22T22:00:00,2471.816
2024-01-22T23:00:00,2440.250
2024-01-23T00:00:00,2532.469
2024-01-23T01:00:00,2700.436
2024-01-23T02:00:00,2792.089
2024-01-23T03:00:00,3051.185
2024-01-23T04:00:00,3281.156
2024-01-23T05:00:00,3544.389
2024-01-23T06:00:00,3727.306
2024-01-23T07:00:00,3818.549
2024-01-23T08:00:00,4113.382
2024-01-23T09:00:00,4232.136
2024-01-23T10:00:00,4117.301
2024-01-23T11:00:00,4127.440
2024-01-23T12:00:00,4026.430
2024-01-23T13:00:00,3921.711
2024-01-23T14:00:00,3582.861
2024-01-23T15:00:00,3592.039
2024-01-23T16:00:00,3226.308
2024-01-23T17:00:00,3129.798
2024-01-23T18:00:00,2846.390
2024-01-23T19:00:00,2643.793
2024-01-23T20:00:00,2533.976
2024-01-23T21:00:00,2530.414
2024-01-23T22:00:00,2387.166
2024-01-23T23:00:00,2458.764
2024-01-24T00:00:00,2543.475
2024-01-24T01:00:00,2597.682
2024-01-24T02:00:00,2987.905
2024-01-24T03:00:00,3142.673
2024-01-24T04:00:00,3317.873
2024-01-24T05:00:00,3614.913
2024-01-24T06:00:00,3662.598
2024-01-24T07:00:00,3888.822
2024-01-24T08:00:00,4135.939
2024-01-24T09:00:00,4153.096
2024-01-24T10:00:00,3941.144
2024-01-24T11:00:00,3817.877
2024-01-24T12:00:00,3877.147
2024-01-24T13:00:00,3873.696
2024-01-24T14:00:00,3576.641
2024-01-24T15:00:00,3377.905
2024-01-24T16:00:00,3206.528
2024-01-24T17:00:00,2875.234
2024-01-24T18:00:00,2742.691
2024-01-24T19:00:00,2604.864
2024-01-24T20:00:00,2446.334
2024-01-24T21:00:00,2356.824
2024-01-24T22:00:00,2258.803
2024-01-24T23:00:00,2366.437
2024-01-25T00:00:00,2384.981
2024-01-25T01:00:00,2639.300
2024-01-25T02:00:00,2899.712
2024-01-25T03:00:00,2866.276
2024-01-25T04:00:00,2976.314
2024-01-25T05:00:00,3306.353
2024-01-25T06:00:00,3552.392
2024-01-25T07:00:00,3758.011
2024-01-25T08:00:00,3875.597
2024-01-25T09:00:00,3809.215
2024-01-25T10:00:00,3815.946
2024-01-25T11:00:00,3909.672
2024-01-25T12:00:00,3638.783
2024-01-25T13:00:00,3637.113
2024-01-25T14:00:00,3351.495
2024-01-25T15:00:00,3201.074
2024-01-25T16:00:00,2964.616
2024-01-25T17:00:00,2740.104
2024-01-25T18:00:00,2531.417
2024-01-25T19:00:00,2224.368
2024-01-25T20:00:00,2177.047
2024-01-25T21:00:00,2071.393
2024-01-25T22:00:00,2062.933
2024-01-25T23:00:00,2156.617
2024-01-26T00:00:00,2135.607
2024-01-26T01:00:00,2237.967
2024-01-26T02:00:00,2409.235
2024-01-26T03:00:00,2637.618
2024-01-26T04:00:00,2923.790
2024-01-26T05:00:00,3023.305
2024-01-26T06:00:00,3353.358
2024-01-26T07:00:00,3453.374
2024-01-26T08:00:00,3535.474
2024-01-26T09:00:00,3525.154
2024-01-26T10:00:00,3646.283
2024-01-26T11:00:00,3630.755
2024-01-26T12:00:00,3357.097
2024-01-26T13:00:00,3414.072
2024-01-26T14:00:00,3257.267
2024-01-26T15:00:00,2950.693
2024-01-26T16:00:00,2734.514
2024-01-26T17:00:00,2645.236
2024-01-26T18:00:00,2356.685
2024-01-26T19:00:00,2033.460
2024-01-26T20:00:00,1964.219
2024-01-26T21:00:00,1875.348
2024-01-26T22:00:00,1853.713
2024-01-26T23:00:00,1734.980
2024-01-27T00:00:00,2045.262
2024-01-27T01:00:00,2088.644
2024-01-27T02:00:00,2325.010
2024-01-27T03:00:00,2511.342
2024-01-27T04:00:00,2801.919
2024-01-27T05:00:00,2937.991
2024-01-27T06:00:00,3103.577
2024-01-27T07:00:00,3366.208
2024-01-27T08:00:00,3554.534
2024-01-27T09:00:00,3510.002
2024-01-27T10:00:00,3648.301
2024-01-27T11:00:00,3533.326
2024-01-27T12:00:00,3385.481
2024-01-27T13:00:00,3388.998
2024-01-27T14:00:00,3045.821
2024-01-27T15:00:00,2968.833
2024-01-27T16:00:00,2645.762
2024-01-27T17:00:00,2498.059
2024-01-27T18:00:00,2184.062
2024-01-27T19:00:00,2047.405
2024-01-27T20:00:00,2059.393
2024-01-27T21:00:00,1928.649
2024-01-27T22:00:00,1905.755
2024-01-27T23:00:00,1918.091
2024-01-28T00:00:00,2081.454
2024-01-28T01:00:00,2102.785
2024-01-28T02:00:00,2311.892
2024-01-28T03:00:00,2595.808
2024-01-28T04:00:00,2777.652
2024-01-28T05:00:00,3013.760
2024-01-28T06:00:00,3267.205
2024-01-28T07:00:00,3440.956
2024-01-28T08:00:00,3570.782
2024-01-28T09:00:00,3787.462
2024-01-28T10:00:00,3769.829
2024-01-28T11:00:00,3755.644
2024-01-28T12:00:00,3583.114
2024-01-28T13:00:00,3416.719
2024-01-28T14:00:00,3178.421
2024-01-28T15:00:00,3057.561
2024-01-28T16:00:00,2725.454
2024-01-28T17:00:00,2623.005
2024-01-28T18:00:00,2527.483
2024-01-28T19:00:00,2429.005
2024-01-28T20:00:00,2267.526
2024-01-28T21:00:00,2075.597
2024-01-28T22:00:00,2163.011
2024-01-28T23:00:00,2123.798
2024-01-29T00:00:00,2342.358
2024-01-29T01:00:00,2431.408
2024-01-29T02:00:00,2692.697
2024-01-29T03:00:00,3032.677
2024-01-29T04:00:00,3149.392
2024-01-29T05:00:00,3477.533
2024-01-29T06:00:00,3538.434
2024-01-29T07:00:00,3683.294
2024-01-29T08:00:00,3937.139
2024-01-29T09:00:00,4050.291
2024-01-29T10:00:00,3919.805
2024-01-29T11:00:00,3935.075
2024-01-29T12:00:00,3744.998
2024-01-29T13:00:00,3698.192
2024-01-29T14:00:00,3601.980
2024-01-29T15:00:00,3334.577
2024-01-29T16:00:00,3089.048
2024-01-29T17:00:00,2821.152
2024-01-29T18:00:00,2753.568
2024-01-29T19:00:00,2622.786
2024-01-29T20:00:00,2490.454
2024-01-29T21:00:00,2399.502
2024-01-29T22:00:00,2281.678
2024-01-29T23:00:00,2540.975
2024-01-30T00:00:00,2515.342
2024-01-30T01:00:00,2659.229
2024-01-30T02:00:00,2909.380
2024-01-30T03:00:00,2921.580
2024-01-30T04:00:00,3295.398
2024-01-30T05:00:00,3514.147
2024-01-30T06:00:00,3755.607
2024-01-30T07:00:00,3997.998
2024-01-30T08:00:00,4067.669
2024-01-30T09:00:00,3985.420
2024-01-30T10:00:00,4111.990
2024-01-30T11:00:00,4113.908
2024-01-30T12:00:00,4018.030
2024-01-30T13:00:00,3777.096
2024-01-30T14:00:00,3569.983
2024-01-30T15:00:00,3517.559
2024-01-30T16:00:00,3283.106
2024-01-30T17:00:00,3039.811
2024-01-30T18:00:00,2719.964
2024-01-30T19:00:00,2795.245
2024-01-30T20:00:00,2340.791
2024-01-30T21:00:00,2442.125
2024-01-30T22:00:00,2593.976
2024-01-30T23:00:00,2474.007
